cell_type,3df0cb8f-4559-40ce-bcf4-4b038929fb4e,9efb4d56-8ada-4280-bb76-b5746e4335b8,3d3453a8-9260-4bd0-a4e6-a21feabc750c,8a082588-a4f5-4cf4-8a61-fb1a13582026,9121500e-1757-4024-963b-2d875e66932f,382d9830-4cd6-4c06-9c87-9a83dd01e25c,1109f6d7-0ed1-4be3-aa63-71e7da82d57e,aaa54a0c-f437-4e0e-ae39-977bebd517bf,91714b41-6550-4638-bc95-bd9bd8163f37,04a48065-ea14-4c82-82df-b7784d70193a,d06d5373-6a1b-474c-9279-10fcb29f59ba,a39ba4b3-40c6-479c-9407-01616194b057,9decb422-2c34-4d7a-bb06-9f7ecfc893e1,5b527fb2-9de2-419a-9f62-989333449f6c,4cd84adb-81dd-484f-bd75-4ded4b0bef82,5e2d5c52-596f-49bc-967c-42129abbacbf,8631ada8-2cda-42f7-927e-76a24efa128d,8999059b-74b5-4388-afdb-457c9fd24421,a79dd5b2-f97a-4b24-b762-fea1cd5238fe,2e125727-43f2-4a9d-8aa7-5d501240c883,2bb0e784-10fc-4978-b5f3-bfc197438175,9030ac3f-19d2-4173-9025-87726923621d,59ad0679-53de-4370-86ac-e3a9605f6997,68f89489-0460-4e20-b878-7c432907bafc,994570f9-404b-471c-a5c3-78e59480dd44,5324e01d-69f5-4979-903b-7644f3236ee0,cb75fb62-e6e9-4763-a97c-1a2b919adc5a,d4e6dc5c-510c-4431-935a-62105b691699,6fd76033-7c26-440c-beca-144bd18f7d58,b6e47b05-afe9-41b5-b040-7fbcc62d4720,905f2f5b-4bf9-449c-a070-5d2cce702e29,e2a25905-7c92-4e43-81c0-d09268014334,0915dde6-5839-4705-8d9b-b01a6450feb6,46c4652a-ac2b-41db-a17d-02625822027f,1ca20860-4a2e-4d34-a479-5b56facc2c0a,1463039d-7953-4216-9e8b-97f681332eff,9905b104-db34-4cc2-a6b9-bf3fcd21c9cd,020873c7-93d7-4eea-b25f-60663417d9bb,08eca7af-fea6-4691-99d9-ec626d5bb4fa,d7877cdd-a69b-4d4c-bb62-d279e18dbf88,6070db25-079c-4bfa-889d-e4e447ceea70,ab75bca7-5635-4839-a178-120a02ef575f,ef9c0189-9d4c-425c-8c21-7739fac91ee9,03ccc0be-5e48-4577-a4b3-4cd754c917e2,8d6e5037-8602-4a3f-a580-3f319aeeec8b,0eecc108-eaa0-4723-8342-ddc7f91710f9,5d84f068-72eb-44aa-ad9d-6f8eaa4a8a32,108e4f62-aa05-4297-9bc2-2fb82d687349,62a348d2-e7fd-48d0-9622-8b485da5e327,a03bda91-0936-4c67-9508-4903f84c980f,00f70d11-3b58-4517-82ec-258cced34a60,9ac00677-9ba1-4ee9-bf02-ecb04533f45d,c3916163-fdc5-4048-9ac4-bf3de91091ce,117a3e8a-4568-44a6-baee-9a5ab002042d,305bf2f6-8d2a-47af-8bc3-17460178a66c,6588314e-69e9-44dc-b7d0-0966c1833608,44047435-3e87-473a-9231-b61fb0d5045b,55fee8d3-acd5-4366-ac30-c66225debe4d,5643f725-6510-4fb3-9faa-44b3124a9ad6,fa75cad0-cab6-464d-8fee-147706c3b6e9,29f2019d-5a69-497e-a7ff-73dd35fcaa01,52bc932e-fe9b-49ff-8584-2f92e61d5871,f9e194a1-e5c1-4a1a-840b-4e0246640d09,0a770cd6-c9b1-4cc4-9e31-1f8a820c5c1f,4637f6a3-9e07-4ac4-be5a-c893a27c8fe2,cc684aee-6d8a-4074-8474-1c4a48dbc8c7,d63ffcfc-a31f-4281-ad8d-2fee7439abe4,3387cf11-ce22-4151-869d-47dd9166fcd3,44daefc1-eb50-4fad-98db-7724c1e2c201,a0a07f44-c51b-420c-92e8-65f464db0442,c392b91b-1f08-4e33-9ab7-42ec0fce3b92,417cb3fa-2125-42ce-a638-51952c81dc2b,95598eda-ba98-4c1d-951b-131e149989e1,4d845308-2bea-47bd-bf18-e0b3ebcb81a4,67d1ea12-766f-4eb9-af7e-4545975b076c,91a45dff-d6c6-4a30-b79d-475dad0a609e,d7814767-c4ec-43ce-9cb2-646941b2870c,71b6caef-331d-4331-a42b-4f83dca777d5,d08b9d87-7327-4d2c-8b10-8a3973b99209,ae15cbbe-2658-4d9a-ace3-4609df63f512,76376038-5810-476b-831f-9bb938941243,8782807a-e8ee-4469-afee-966224f6fdd4,f53c3d33-7501-46e1-8125-56fb73083b65,3e751a3d-573e-42e1-a361-6303669fb7eb,45c2cef7-58b5-4e76-abf6-8b88088c6c82,f5a438d5-ca2b-4d44-8768-97f59f5f27b4
T cell gamma delta,0.009783454100879,0.0529150244316827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004405078902517,0.0,0.0087410525601751,0.0,0.0157203091026183,0.0081987288647619,0.0109671882316207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019438513687149,0.0,0.0,0.0051904511005782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000379437793598,0.0,0.0,0.0,0.0,0.0,0.0386939806277032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010137965207767,0.0,0.0164510135713829,0.0,0.0,0.0097480481960142,0.0,0.0168681329477444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080460111557354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029104412777754,0.0,0.0
NK cell resting,0.0246671280516139,0.118540138833194,0.0473451563189601,0.0696337935194837,0.141264758334338,0.0304304684591918,0.0446021627648716,0.0794630807345805,0.0678574263890722,0.266599544719172,0.0,0.0233283427433626,0.0092265899520607,0.0433092375466127,0.0460764380873788,0.0,0.0571742253746061,0.0272985968104073,0.0349636362103449,0.241826974764147,0.0,0.0027512065269507,0.248730004306985,0.0,0.0350902065857579,0.119379972060611,0.0490610144745237,0.375018591363365,0.0,0.0647638434830383,0.0,0.0267371084075367,0.176031626632219,0.0,0.120182202600893,0.16301765782749,0.0942396488471528,0.575659340814083,0.0,0.0477827784824192,0.0008088020112975,0.0135880955241821,0.0376988201946524,0.0920121249596568,0.0,0.0713113384675495,0.0137556126393274,0.0,0.111621649109913,0.0622402300484176,0.0,0.0,0.027879591749298,0.0346461674488353,0.237570652880208,0.0,0.024209815654236,0.0127226490502405,0.0173916868176942,0.0,0.144460339409109,0.0360979269862115,0.010823547962318,0.0270449613570308,0.0358361429228786,0.103580250611159,0.370536576800577,0.0631426849292907,0.0561986879040716,0.0454455496154821,0.0126364295415006,0.0339070985845039,0.0,0.0734394284247757,0.0207547238533465,0.0,0.0732620839100407,0.0439838724258919,0.0902072074681481,0.0900674108245203,0.0,0.0721837060437131,0.0604908179052481,0.0,0.0,0.182893581698452
NK cell activated,0.0,0.0,0.0848992348504813,0.087740497141187,0.0225733706894855,0.0,0.0,0.0,0.0,0.0,0.117280021116976,0.0,0.0418252834702853,0.0,0.0,0.0430500525338783,0.0,0.0,0.0,0.0,0.0165898645637594,0.0963752135141097,0.0056693455179667,0.0626811542196615,0.0461375873551277,0.0,0.0,0.0,0.0159820963108119,0.104833743366412,0.133689689578287,0.0,0.0,0.197136476780729,0.0249477221552481,0.0,0.0,0.0,0.0075287738488964,0.0,0.0714824553977469,0.0,0.0,0.0,0.0688184645709512,0.0,0.0181643695779567,0.0573555281900906,0.0,0.0054330547860949,0.0991185520043743,0.0006518429777576,0.0,0.0,0.0,0.195497634594416,0.0,0.0915286604649309,0.0,0.0925391740009009,0.0,0.0,0.0408287564912852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122242007541609,0.0,0.0048777356234607,0.0393817306235343,0.0,0.0095154423132292,0.0316964674601531,0.0146879334585775,0.068423546315504,0.0128001196792044,0.0,0.0544127515622035,0.0751707065029672,0.0144222052174583
Monocyte,0.0,0.0057578335743487,0.0676912042235887,0.0295069571851876,0.107096407789921,0.0194655525474007,0.0,0.0096238669950617,0.0317311856044025,0.114591192281473,0.0899785265190885,0.000356250446378,0.0377930934813633,0.0,0.0073203303333695,0.0149818556143531,0.0020409570990771,0.007075491552423,0.024545580318671,0.0415272459726568,0.0042169044717728,0.0599374741553944,0.390718634157622,0.0440277848045521,0.0423570455238351,0.0,0.0546264379866257,0.057922016492678,0.029135184922791,0.112625478570769,0.0284072120649417,0.0107023768335671,0.0303376550713019,0.0426103122092117,0.0237732646471328,0.0920108190235212,0.0435764327637518,0.165076529689392,0.0291525851235991,0.0,0.062627316039274,0.118598485953598,0.0,0.003164159756755,0.0916064606386332,0.101887455458593,0.0340969204813743,0.0838092346973045,0.0,0.0611482296291079,0.234837969317863,0.0036305212780121,0.0233009833834376,0.112457785399582,0.0,0.0690468574654189,0.0,0.136047321525795,0.0900394379495746,0.103530548966951,0.0514822738533091,0.0110002979188586,0.0,0.0029963693601791,0.0196611289478392,0.0293707165873385,0.11789168333926,0.0371090319653592,0.0081210681838495,0.0675268053742399,0.0257387254721013,0.057479289362531,0.033787186420029,0.0293020212307236,0.0,0.0169144377548475,0.0089698961996829,0.0149279102180695,0.0421549971882148,0.135274913108753,0.0436125379782661,0.0399921446934537,0.0186162378942803,0.0270190437118803,0.0381417910710441,0.0474367422584952
Macrophage M0,0.325068671124598,0.196348519062686,0.254815246800752,0.133631312370436,0.117862555226921,0.141250821076908,0.146043870813279,0.131655328871937,0.0705457163211887,0.170103674132944,0.0123727043993247,0.678913039972722,0.246317888363759,0.476391187855472,0.441792822060682,0.0176021122712457,0.151802778981438,0.122190955647958,0.171549812691215,0.133715647649416,0.199093660426148,0.0519052041057914,0.533817578257904,0.0155488227910711,0.105281951780921,0.201449298919152,0.26146151272382,0.17483497247366,0.0330076441154892,0.163581027972861,0.0379371936595533,0.0623327313180848,0.108112577106499,0.112696035881027,0.0603174452118772,0.234727031986963,0.0022150630906725,0.311299744127035,0.16931016878586,0.22172150038688,0.368759156327941,0.0043666351512058,0.304959947433757,0.100567963936452,0.36929548419096,0.180631677959714,0.0633245331486681,0.0266840277009806,0.107818330516898,0.143265327068299,0.683298758271259,0.30146237039286,0.201219177259595,0.0107914446767137,0.262374859869083,0.303022003327126,0.188957746556388,0.0418863068587409,0.188462429210061,0.0338283087260612,0.252682503079706,0.242229813537011,0.327080193045643,0.0661397282880261,0.0510224141209333,0.182613558273079,0.25333647650883,0.0961674196627341,0.406992224823002,0.127345293904371,0.310537722678548,0.0708263015554325,0.314673892984503,0.185909096991208,0.292656752543822,0.251523774929235,0.358285254534517,0.0977508155181985,0.0058339835646003,0.0234039801066883,0.0929928761147343,0.242407449105518,0.0,0.140238056027157,0.0630732386766846,0.132166170945598
Macrophage M1,0.0123244450332623,0.0674130610142654,0.107197428632003,0.0910518890667567,0.120207299438938,0.0411555536816702,0.0460315857905996,0.0771121639366873,0.0885336575473149,0.0714241086969259,0.0962725661672246,0.0352198353683239,0.0012857392153619,0.15452651947077,0.0179050643278884,0.0202174010708178,0.0016453797192097,0.0139420604543692,0.0161803040129303,0.234578074875766,0.0564749900850578,0.0793510044929025,0.169957852949089,0.0300172950650049,0.0897613788702634,0.0305049842342213,0.0180813191076613,0.518135276161534,0.0257294964029635,0.138868212995465,0.0034287548990827,0.0136695657484661,0.141526938527045,0.137899170806501,0.589367946066118,0.0233512835892516,0.0548381063126979,0.316222304933396,0.0435334617943587,0.167720754903439,0.0301110423519084,0.0103654423218205,0.0716862805038073,0.0116941250197278,0.0784292649649009,0.07541426938399,0.0279745694449399,0.0913784883219216,0.0762430098184595,0.0157880064439662,0.270807641467934,0.0687959681718253,0.0249296073791554,0.0036908602668724,0.188787674984345,0.34574598355839,0.0156752418149248,0.0289969249383633,0.127563788491795,0.012566430777553,0.0799111677686358,0.0418124741270707,0.0453850327510391,0.0,0.0043487062135134,0.328730441809902,0.180326375134865,0.0366404625879114,0.0283188353696715,0.0128261401714431,0.0506259443471934,0.0190168240402147,0.0393514244946012,0.0234299440508556,0.038056823817872,0.0169513942909277,0.025012903584119,0.0113377625769232,0.171605309256377,0.0518086904553148,0.0314452343436822,0.0700846684373389,0.0460345643346198,0.0471949418664283,0.0151325147909581,0.128758901882293
Macrophage M2,0.0495545594991199,0.189648839001258,0.129890945950678,0.236950322044524,0.216330654180065,0.282483472842864,0.177513766269828,0.343944406081328,0.297826509540018,0.28762561598157,0.168790044464524,0.350699995834062,0.150759268800933,0.198275262725498,0.120532512625871,0.620814028856449,0.22141780147481,0.072838535077,0.0933377190130873,0.52119066332912,0.186191088788201,0.280040362628281,0.419583188761134,0.216831520223396,0.113200984343454,0.115524202380423,0.437729336335782,0.613200243119312,0.133121924857498,0.45761408645519,0.137429110705574,0.34527745604677,0.404945914387044,0.182002905092962,0.69768833801718,0.139979069485118,0.46714735888345,0.293678320780113,0.113355717306652,0.283297938579127,0.136777382957946,0.217173980125523,0.180262996039193,0.156478092846566,0.287050739608622,0.145121067713003,0.148850901948441,0.126314413303607,0.476107792497145,0.115920014950678,0.91771825527708,0.14702391247649,0.11578517106604,0.177354655579245,0.658187245966026,0.669913973366613,0.310351314275303,0.206679289457065,0.386040471988457,0.166394995119093,0.37666086807353,0.161311465056189,0.863002938206696,0.26523228928777,0.0481207840369134,0.235216164209763,0.362050291645027,0.140432295365513,0.13607963802768,0.309424410058797,0.155780723255958,0.0442076766501446,0.087625273363686,0.185792318051041,0.100838249718677,0.237333128843984,0.275655372948558,0.0990352402970363,0.32570900367719,0.28177670631163,0.169182273549764,0.266102712174002,0.353093587843218,0.150622877818678,0.305398939854899,0.525894939920957
Myeloid dendritic cell resting,0.0,0.0,0.0,0.0,0.0126206170805045,0.0054013440011369,0.0080679332447831,0.0,0.0230888263597066,0.0392028562008558,0.0162140262671688,0.0178677726411731,0.0,0.0,0.0,0.0218348252090623,0.0071027910429352,0.0,0.0,0.0617598224728189,0.0,0.100663538652809,0.0105232549659284,0.0139927003226423,0.0071682161828049,0.0,0.0,0.0,0.0002583874768261,0.0,0.0,0.0041372310168177,0.0,0.0009765406692715,0.0106556153535539,0.0,0.0679031062715763,0.0,0.0731563178699617,0.0086063164720406,0.0234634696594367,0.0023639551251924,0.0,0.0,0.0,0.0,0.0081367441374449,0.0095245240933283,0.0190929873301589,0.0416638091823047,0.0,0.0062236185808185,0.0148703176272568,0.0,0.0186971436099014,0.0062882405507479,0.0,0.0104089813950975,0.0005404895069059,0.0183077972970843,0.012776091748789,0.0034269846567192,0.0,0.0,0.0,0.0,0.0343501446721474,0.0018901439976213,0.0,0.0597034511634804,0.0,0.0775561909097604,0.0050176469983224,0.0259708583914052,0.0201983875959073,0.0349309654992881,0.0,0.0165980726450971,0.0421379369630375,0.0207666643325436,0.0,0.0190381893442555,0.0387722316934712,0.0055253551460339,0.100171401791194,0.107395063176844
Myeloid dendritic cell activated,0.005725972911162,0.137132162734792,0.0365987078730608,0.136222557381555,0.056704594520694,0.0020678718209067,0.0,0.007066149911671,0.045625750628579,0.0,0.106028511098389,0.0,0.126416797963559,0.0,0.0914620717304651,0.0,0.0227344611191359,0.0089630197921811,0.0,0.0766211668479591,0.0535591142672976,0.061131855527319,0.121821782435929,0.0009584696005146,0.0,0.0378142118531788,0.0651467059971651,0.219766796293236,0.0042433749950778,0.0625819873130865,0.0202623259707476,0.0038306333671915,0.0190563672976632,0.0449401783582382,0.0133762840421355,0.0554210148819908,0.0233680460348358,0.0612311629080955,0.0858566718011854,0.0260447264069512,0.0192059639662428,0.0008197050221359,0.0163950131620861,0.0611079958593325,0.0,0.0463168483221832,0.0145889835198559,0.0050712318279586,0.0,0.0018963798838229,0.0,0.0,0.0,0.0686676598841789,0.0529857384975376,0.0989856792629465,0.0210451060728447,0.0849481901007067,0.0827058604493148,0.0151679969360386,0.0,0.0162545301749165,0.0072537084012947,0.11304400292639,0.0260076082152555,0.0,0.0787889894159189,0.0417603460355447,0.0219664306688544,0.020073955933457,0.0058675481358828,0.0322580125321463,0.0187574149961538,0.0184921936304518,0.0,0.0277534706646131,0.0,0.0066619179645421,0.0304120547221971,0.076286935599793,0.0404794809311945,0.0,0.0007145859763024,0.0125996828170137,0.0566027342254899,0.0187951468988076
Mast cell activated,0.0,0.0519223006530546,0.0646570338819163,0.099540313434348,0.0406353938995235,0.321699119789293,0.161922812332425,0.0911042825131813,0.142254304626687,0.359545994538394,0.0,0.0,0.0,0.012556387627941,0.0360097514452456,0.175748033589976,0.125752315777693,0.0111129724159793,0.0213410586588237,0.0627368053733399,0.038730164253571,0.0576449618869056,0.0428778529282433,0.155055731692591,0.191529698170786,0.069532510414449,0.16312786208586,0.299751621176634,0.314272272529908,0.156242106056813,0.0388280555663798,0.0942696236931203,0.260630847148234,0.0169224683906791,0.0087334838891013,0.0057555274519277,0.0,0.175300230292931,0.101143588253183,0.367356020264779,0.0669180874161377,0.142210310413755,0.127700279279744,0.0504153428617134,0.170304781187317,0.207243636301531,0.0345239501748397,0.179263938796464,0.178501393210231,0.0,0.0491955331391458,0.126535612415335,0.127360278401459,0.579663904524724,0.326026347664092,0.122769135123218,0.0219424916112201,0.188566737493601,0.20097908421104,0.194035660684807,0.0708511936615201,0.0403697708051011,0.294436670760059,0.0351153068240669,0.0349729396718195,0.0,0.205418279908343,0.154392287676507,0.0433994871666495,0.12800201898594,0.0,0.0500591228206313,0.0725677936170873,0.0197547322245788,0.0181155940058128,0.0,0.121123724145698,0.413972303332427,0.174312189422885,0.0328134810513083,0.152808373011357,0.0540187091031125,0.0395747598421542,0.0,0.125404361070965,0.136001973121452
Mast cell resting,0.0679739852574081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416419752151699,0.077102593854459,0.0541317638961613,0.0098412016615521,0.0,0.0110579241741796,0.0,0.0117416660672423,0.0,0.0,0.0249885640632137,0.0,0.0099276894657157,0.0,0.0,0.0111286344636309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01316370966776,0.322234907936793,0.0,0.0074221104204356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043632448468344,0.0,0.0,0.205628413022351,0.0442756273928664,0.0058402285503104,0.0042100109621451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030830165427163,0.0,0.0639825380349837,0.0,0.0,0.0,0.0,0.0697848028100344,0.0,0.0282915874607739,0.0223854916545836,0.0287453685703662,0.0544991286213897,0.0,0.0,0.0,0.0,0.0,0.0,0.0896579923189436,0.135464400126338,0.0057287006436371,0.0
Eosinophil,0.0177651535884482,0.0,0.0056591659595583,0.0,0.0,0.0,0.0,0.0,0.0275638465241008,0.0,0.0185919741927587,0.0,0.0037513241449572,0.0,0.0164435312605441,0.0008971175035285,0.0,0.0110952817000733,0.0,0.013621198391581,0.0004770974110257,0.0065756561265204,0.042102289770615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0324726130263386,0.0012250853726057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037191590243223,0.0,0.0,0.0,0.0,0.0,0.017526471113218,0.0056592894734208,0.0,0.0134341652955669,0.0,0.0,0.0,0.0,0.0,0.0,0.0059952151362381,0.0,0.0,0.0,0.0,0.0067486938748827,0.0,0.0028100446217116,0.0117646061753132,0.0,0.0,0.0,0.0,0.0,0.0,0.0031563485218616,0.0,0.0,0.0106632142506679,0.0,0.0,0.0,0.0015100247361161,0.0,0.0,0.0,0.0,0.0017183430025843,0.0,0.0
Neutrophil,0.0,0.0157998504843172,0.0,0.0193373356866167,0.0,0.0119179360516097,0.0191221066083228,0.002667493627508,0.0,0.0,0.0,0.0235118407513214,0.0,0.0,0.0,0.0077908212392123,0.0,0.0055237303766861,0.0,0.0554035150402742,0.0145207394949911,0.0007994432314029,0.0,0.0114280054088918,0.0,0.0115252090474765,0.0,0.0,0.0026648896307267,0.0129659923866517,0.0052024032436431,0.0028160110404471,0.0,0.0247674095106885,0.0396328662271547,0.0,0.0207054035970208,0.0,0.0573362783207132,0.0205050411161414,0.0,0.0,0.0,0.0367788944789095,0.0,0.0,0.0067906897943356,0.0106637034857952,0.0180738201896917,0.0084692040079647,0.0,0.0,0.0,0.0,0.0067955017695134,0.045023081385748,0.031924048084202,0.0197369625082638,0.0012299460644902,0.0,0.0132720974576544,0.0022567862654436,0.0179411467588373,0.0092788791071174,0.0096874619460526,0.0,0.0,0.0060918497830582,0.0005312757998224,0.0,0.0,0.0048697213208101,0.0,0.0,0.005915212681894,0.0030694685309325,0.0014441183990926,0.0028143822128066,0.0251601639791244,0.0,0.0047624513191776,0.0111428794208708,0.0022851819779083,0.0050741611506092,0.0014579342723089,0.0
